source	target	weight
conclude	peace	4
route	lymphatic	4
longest	running	16
may	cryptographic	2
categories	non	3
instructions	support	3
essence	knowledge	2
musical	miserables	4
berkeley	rexec	2
lymph	well	3
party	prover	4
contains	vessels	2
pathogen	infecting	4
moved	place	3
enemy	morale	3
reaching	remarkable	4
spread	norovirus	2
cpu	specifically	2
battle	trench	3
character	others	3
secondary	lead	4
firsts	practice	2
art	primary	2
covers	total	4
areas	move	3
globalized	often	2
neighboring	mokaya	4
around	presented	2
previous	invoked	3
central	2008	2
upper	west	4
χαρακτήρ	english	4
difficulty	swallowing	4
considered	award	2
recording	electromagnetic	3
aristotle's	uses	2
example	logic	2
around	500	3
valley	city	2
armistices	place	2
literature	rhythmic	2
processor	processing	3
battle	hawaii	2
authentication	based	3
war	1955	4
exist	estimated	2
drying	commonly	3
one	wars	3
music	conducted	2
1914	joined	2
though	romance	4
requested	already	6
visual	three	2
words	movement	3
major	outcome	3
debut	ran	4
effects	tolerated	3
beymer	moreno	3
photographs	references	4
term	refers	9
widely	imitated	4
example	access	3
1917	russian	5
armistice	ended	6
ambiguities	two	2
program	erp	4
art	mathematical	3
longer	production	2
also	triple	3
disc	theatre	2
saw	first	7
output	operations	4
especially	century	2
assassination	archduke	4
capita	also	4
october	black	2
fully	dates	3
act	language	3
indeed	proving	3
hair	hooves	2
littoral	period	2
ˈskɑːlɑː	skah	2
fibrous	tissues	4
fleas	fungi	3
proposed	states	3
fibromyalgia	controversial	4
amount	given	4
route	blood	4
per	capita	8
000	virus	4
narrow	capable	2
stone	aluminum	4
operate	securely	4
whether	clothed	4
novel	accommodated	3
remaining	litres	3
rose	prominence	4
nations	restored	4
meyerbeer	late	3
book	holzman	3
leader	mikhail	4
well	fiction	3
pigments	suspended	4
industry	halted	2
secretes	using	3
measles	affects	4
use	windows	4
electromagnetic	electronically	2
formal	study	4
information	anything	4
uses	syntax	2
dust	manure	4
bloc	soviet	4
program	performing	4
tom	sense	2
million	made	5
thought	attack	4
references	film	3
deterred	attack	5
2000	2013	4
2001	2003	3
19th	high	2
vitamin	skin	3
one	average	3
additions	stilgoe	3
programmable	accepts	3
pressures	union	3
scenery	includes	2
implementations	platforms	2
series	successful	4
movement	technical	4
iso	iso	2
authenticity	websites	3
breathing	ventilation	4
protect	exchanged	2
often	form	2
sacs	lungs	4
usually	opera	2
austria	delivered	3
supporting	best	2
heart	system	8
also	pre	2
mouth	spots	2
oxygen	waste	3
better	perishable	2
new	london	2
bleeding	failure	2
began	direct	4
widespread	protecting	3
stephen	winnie	2
communicate	range	2
computer	exhibit	3
aligned	maya	2
tissues	body	4
city	london	4
rural	crop	2
writing	queue	3
layers	tissues	2
1914	empire	3
germany	western	4
two	although	3
relations	marshall	3
factors	increase	2
seen	people	2
systems	directionality	4
computer	external	4
principle	euphony	4
girl	confirmed	3
beijerinck	virus	2
seems	rise	4
woodrow	wilson	8
matrix	edition	3
organization	body	4
big	france	2
many	access	2
may	person's	3
fibromyalgia	associated	8
proxy	around	3
mesoamerica's	formative	4
like	martial	2
verified	abstract	3
novels	plays	4
1987	archaeological	3
communications	web	3
initial	barrier	4
groups	open	4
described	seventeenth	4
persuasive	speech	4
control	mechanical	3
life	viruses	5
particles	helical	2
gaseous	external	4
tikal	became	3
spurious	leads	4
patterns	applications	2
accommodations	predictable	2
gdp	1932	2
hormones	exocrine	3
german	warships	4
1986	rent	4
cell	generally	3
attacks	forms	3
europe	anti	2
trouble	revolutionaries	4
lyrics	stephen	8
connie	bertie	3
100	monuments	3
cast	kate	4
book	deal	4
camera	timed	4
gland	tract	2
removal	welding	2
one	prove	2
websites	securing	4
central	present	3
unit	core	4
means	knowledge	2
lymphatic	first	3
air	sacs	4
world	especially	2
hieroglyphic	maya	2
states	remained	4
respiration	system	2
chronic	effect	2
symptoms	include	10
dance	like	4
empire	empire	8
spanish	lands	2
america	history	2
leads	supporting	4
store	term	4
peppers	first	4
travel	distances	2
protocol	two	2
third	century	3
1948	goals	4
name	directed	4
star	simply	4
permanent	neurological	4
employ	core	3
including	science	2
viruses	exist	4
france	italy	2
europe	gorbachev	2
philip	john	3
water	contain	2
subsequent	societies	3
circus	runaway	3
hellman	may	4
word	word	3
expansion	iche	3
hot	wet	4
contaminated	object	4
stability	well	4
unchanged	components	3
also	called	7
martial	others	2
vaccination	decrease	3
richardson's	pamela	2
sockets	array	4
recent	miscible	2
subject	candidates	2
figures	readers	2
undersides	leaves	3
attacks	expectancy	3
completely	neurological	2
individual	rhyme	2
architecture	connecting	4
sequences	movement	5
established	partner	3
practice	provides	4
pre	cultures	3
highly	artforms	3
supporting	actress	6
december	1991	4
microbiology	not	4
diplomatic	crisis	4
participants	major	4
germany	march	3
includes	typically	2
global	incidence	4
1909	performances	2
leading	may	3
miscible	come	2
introduced	london	4
dance	story	4
zoroastrian	gathas	4
began	strategy	4
physical	data	5
produce	cognitive	3
information	use	3
attacks	average	2
attacked	states	3
refers	sclerae	3
occurs	found	2
6809	adds	5
leading	death	4
parts	actor	4
modernism	sculptural	3
times	certain	4
less	part	4
neighbours	finland	3
fingerpainting	watercolor	4
manipulations	6309	2
react	infections	4
maria	somewhere	3
mexican	maya	2
secured	specification	2
language	java	5
girl	immediate	3
rexec	protocols	7
romance	genre	9
flat	rash	4
another	period	4
attack	lead	5
revenue	dropped	2
done	necessity	4
addition	urging	3
applied	narrative	3
synonym	describing	4
words	vessel	2
often	forms	3
martianus	capella	4
amongst	states	3
people	vitiligo	6
equal	importance	4
tetanus	bacterium	2
white	house	4
participants	economic	2
successful	date	2
interfaces	components	4
created	perishable	2
1919	later	3
girls	similar	3
upon	lake	2
stabilize	maintain	3
communicable	illness	3
cryptographic	verified	2
scholars	genre	2
income	profits	2
shifts	led	2
comedy	path	3
may	scala	2
prints	printed	2
help	brookings	4
processing	fibromyalgia	2
knowledge	revealing	3
founded	mexico	2
regimes	eastern	3
offensives	november	4
live	models	4
capability	inform	2
popular	romance	5
states	acolhuas	4
preventing	disease	4
next	two	4
address	june	2
ethnic	traits	2
transferred	storage	3
different	types	4
transfer	diversity	2
east	united	2
signalling	short	2
oriented	programming	3
1937	war	3
developed	noted	2
slow	response	2
russians	powers	2
based	object	4
human	substance	4
modelling	addition	4
involved	majority	3
paint	like	2
home	front	13
method	prover	2
majority	years	2
545	000	4
richard	webber	2
early	400	2
tests	multiple	2
follicles	sensory	2
humor	anger	2
humiliation	contributing	4
allied	continuing	3
developers	run	3
tissues	contain	5
system	comprises	8
cure	vitiligo	4
sometimes	better	3
historians	not	4
detente	decade	2
used	systems	3
sprawl	districts	3
artwork	named	2
ancient	mediterranean	4
145	continues	2
compilers	machines	3
carbon	exchanged	2
cure	treatments	2
extended	focus	2
classical	largely	2
independence	action	4
viroids	prions	4
course	experienced	3
sierra	madre	4
familiar	particularly	2
elphaba's	public	4
among	ancient	3
haskell	currying	3
returned	system	3
period	authors	3
clearly	otherwise	2
refer	creating	3
oxygen	hormones	2
snowden	indicate	4
communist	state	4
cryptographic	used	5
late	number	3
forging	contents	4
european	recovery	8
oil	painting	6
remaining	three	4
1955	defeat	2
details	data	4
days	occur	3
conference	treaty	3
situations	three	3
haskell	type	2
languages	scala's	3
musical	arthur	3
capita	directed	3
lead	nominations	3
viruses	form	5
primary	lymph	2
1884	giorgio	2
derived	garbage	3
prose	describes	4
insects	disease	4
romance	original	2
include	line	2
form	consisting	4
image	display	2
proof	knows	2
sculpture	found	3
range	narrow	4
stagnation	mid	4
since	classical	4
plants	often	4
readers	contemporary	4
disease	thyroiditis	3
halted	countries	3
type	safety	4
russian	government	4
wimperis	monckton	2
medium	implemented	2
known	knowledge	4
develop	non	4
categories	always	3
theatre	like	3
secondary	storage	8
ten	chakiris	2
marshall	required	3
opera	orchestra	2
queue	memory	2
gender	reveal	2
recommended	world	3
triple	began	3
800	later	3
incorporates	least	4
cities	developed	8
input	usually	3
ran	performances	10
enable	artist	4
billion	130	3
exchange	opposite	4
significant	multi	3
propaganda	typically	4
symbols	represented	4
blood	three	5
became	powerful	4
hand	providing	2
age	dominated	2
states	linked	4
memory	allow	3
front	italy	2
controversy	nature	3
aid	states	2
processor	chip	3
italian	word	4
place	typically	3
france	purcell	4
biological	specific	2
capture	polish	2
supportive	improve	2
animal	lack	3
secret	part	3
tribute	supplying	2
factors	psychological	2
contained	description	3
dick	frequently	3
rank	anonymous	3
plan	also	3
arthur	edmund	3
result	lung	3
within	comparable	3
come	extent	3
global	challenge	3
soviet	polish	4
symptom	widespread	2
numeral	system	4
145	countries	3
london	ending	3
instructions	term	4
hemodynamics	blood	2
advance	1942	3
opening	largest	4
members	substantial	2
common	viral	3
libraries	originally	4
safflower	oil	4
power	efficient	2
jvm	architecture	2
paints	emulsifier	3
two	city	2
inside	memory	4
used	appearance	4
1915	central	2
1989	peacefully	2
written	amount	3
french	puccini	3
focuses	infections	4
virtual	machine	14
take	infected	2
many	animals	2
substantial	bundles	3
treat	adverse	2
italy	surrender	2
die	zauberflote	4
numeral	whole	2
lessening	dropping	2
drainage	thorax	4
large	population	4
countries	plan	3
cohan	princess	4
form	fillers	4
epitome	nahuatl	2
static	sram	3
multiplication	tissues	2
fast	cpu	4
memory	one	4
theatre	starred	5
november	now	3
soviet	time	3
thompson	arthur	3
realm	kingship	4
franciscan	bernardino	3
site	archaeological	2
united	council	2
similar	provided	3
transport	security	6
life	relapsing	4
water	towards	3
century	traditions	2
certain	trivial	3
systems	amd64	3
founded	egypt	4
blood	circulated	2
wood	rita	2
creation	state	4
various	degrees	4
union	pact	2
partitioned	annexed	4
overlaps	like	2
removed	first	2
kilometres	unesco	3
figure	also	2
not	gain	4
one	three	4
based	target	2
ended	soviet	4
causes	controversial	3
fetches	instructions	4
infection	may	4
two	always	2
virions	consist	4
implement	versions	2
supporting	data	3
characters	conflicts	2
times	also	2
innate	often	3
well	others	4
additional	numbers	4
carving	material	3
works	performing	2
post	mesoamerican	2
word	short	2
social	turning	2
longest	deepest	4
language	wanted	4
florence	production	2
war	next	3
shell	like	2
acting	reflect	3
gene	transfer	4
play	new	2
claimed	truly	3
weight	surface	2
pacific	quickly	3
cementing	allies	2
friend	gang	4
rich	subtle	4
gable	franchot	2
part	quixote	3
attack	attacks	2
performance	critical	4
components	arithmetic	2
additional	new	3
processes	emphasis	4
perform	work	3
dominated	tula	2
litres	per	3
rubella	german	4
india	many	2
photographic	latent	2
led	dissolution	3
information	2000s	2
martin	number	3
forged	third	4
computing	microprocessors	2
century	creating	3
firsts	appeared	3
science	paranormal	3
exchange	part	3
union's	declaration	4
part	music	2
not	share	3
opera	elements	2
case	injury	4
rates	enhanced	4
occurred	result	3
german	ottoman	4
bloodletting	ballgame	2
recycled	plasma	2
known	developed	3
daae	mysterious	2
nations	started	2
release	replacement	2
new	diagnostic	3
national	early	3
takes	form	4
clay	stone	4
abrasion	outside	4
interstate	dropping	3
arrays	value	3
server	communicating	3
transform	wicked	4
immune	infected	3
creation	league	4
fsf	llvm	4
whole	cultural	3
principal	components	4
also	second	3
require	verifier	2
devices	alliteration	3
computer	devices	6
distinguished	importance	3
asia	cementing	4
stem	activation	2
city	epoch	3
print	impression	2
saw	sino	4
featuring	themes	4
mesoamerican	civilization	7
ecosystem	earth	4
award	award	2
microsystems	oracle	2
continues	london	3
towards	organs	2
assured	mad	3
three	self	4
occurred	die	2
wicked	gershwin	2
fluid	blood	4
apartment	built	3
else	knowledge	4
memory	registers	2
essential	revival	2
marshall	named	2
also	complex	2
first	crisis	3
cells	except	2
new	acceptance	3
meredith	music	3
american	fibromyalgia	2
suggests	may	5
majority	recent	3
troops	warsaw	2
watercolor	supports	2
prices	approximately	3
describe	short	4
monk	sahagun	3
involved	diffuse	2
war	western	3
possible	candidates	4
anchor	hypodermis	3
london	november	3
opera	prestigious	4
powerful	also	2
representative	social	2
urgent	help	3
eyewitness	spanish	3
london	broadway	4
regulations	encouraged	2
comprises	skin	4
gross	845	4
mongolia	yemen	2
lungs	many	3
network	carry	2
permits	skin	3
accomplishments	cortes	2
pituitary	ovaries	2
microprocessors	symbols	2
young	protagonist	4
brain	cord	6
ancient	conversely	2
start	printmaking	2
society	however	4
tenochtitlan	near	3
measles	diseases	2
characteristic	operas	3
documented	teotihuacano	3
petty	constraining	3
story	witches	3
18th	century	20
market	late	8
reduced	power	2
speculative	elements	3
respiratory	lungs	2
features	additional	2
1927	amateur	2
baum's	wicked	3
sides	accommodations	2
german	defeats	4
media	rws	2
worldwide	stock	3
animals	carried	4
removed	although	4
energy	lower	2
classical	period	4
brought	terms	3
1970s	become	3
modernism	shifts	4
prince	broadway	2
strauss	century	2
readers	poetry	2
mean	people	4
conquest	rapidly	3
system	exocrine	3
gable	charles	4
since	modern	2
registers	cpus	2
130	145	2
loss	outside	2
outcomes	may	4
olivier	awards	3
processor's	power	3
sculpture	objects	2
comprise	distributes	2
axis	initiative	3
cold	scale	3
hard	solid	2
actor	work	2
resource	including	2
name	sclerosis	3
provides	one	2
libraries	may	4
tradition	third	3
savoy	generation	2
modern	procedures	3
1893	edwardes	3
sculpture	traditional	2
first	novel	4
achieved	introduced	2
however	weakened	3
excavations	templo	3
leading	piece	2
system	blood	23
1917	november	2
debut	performances	2
many	alternative	2
became	invaluable	3
cast	substantial	4
unit	chip	2
autonomy	despite	3
italy	1915	2
tenochtitlan	quickly	4
called	breathing	4
built	semiconductor	4
emotionally	satisfying	4
alliance	altepetl	2
system	refers	2
somewhat	aid	4
columbian	late	2
also	next	3
else	accepted	4
phantom	financially	4
corrupt	elphaba's	2
well	magic	4
france	imposed	4
records	highest	4
canto	style	4
industry	construction	4
allies	humiliating	2
experiences	good	4
memory	operate	3
result	rate	2
invasion	japan	3
spreads	rest	4
fibro	tissues	2
musicals	part	2
puerto	jets	2
robert	robbins	3
leads	clark	2
input	operations	3
rhythmic	qualities	4
fantasy	insert	3
resources	mass	3
2007	specifications	3
tired	activities	2
conquistadores	native	4
region	3rd	4
known	spots	3
allies	proved	3
show	running	2
single	party	4
even	vital	2
causeways	architecture	3
exact	unknown	3
associated	functional	4
obsession	disfigured	3
information	coat	3
rare	autoimmune	4
operating	amd64	2
recent	sculptures	2
proceeded	colonizing	3
use	caches	3
main	memory	10
severe	bone	4
organs	lungs	3
rupture	one	4
june	equivalent	2
western	traditions	4
conquered	tenochtitlan	4
conditions	contributed	3
collapsed	1917	3
considered	print	2
work	status	3
independence	grew	4
war	efforts	4
elections	neutral	2
rhythm	poetry	5
small	using	2
program	arithmetic	2
include	ancient	3
aesthetic	qualities	3
purchased	pre	4
thomas	cardiovascular	2
developing	fibromyalgia	4
typecast	play	3
accessory	excess	3
neighborhood	much	2
data	pointing	2
musical	dam	2
least	1960s	2
informally	made	2
operating	i386	3
forms	symptoms	6
neighborhood's	character	4
defeat	south	2
